node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
6351	155971	protein	protein	CCL4	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
6351	155971	protein	protein	CCL4	env
6351	155971	protein	protein	CCL4	env
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
6351	156110	protein	protein	CCL4	nef
6351	156110	protein	protein	CCL4	nef
940	155807	protein	protein	CD28	vpr
3458	155807	protein	protein	IFNG	vpr
3558	155807	protein	protein	IL2	vpr
6351	155807	protein	protein	CCL4	vpr
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
940	155807	protein	protein	CD28	vpr
3458	155807	protein	protein	IFNG	vpr
3558	155807	protein	protein	IL2	vpr
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
6352	155971	protein	protein	CCL5	env
6352	155971	protein	protein	CCL5	env
6352	155971	protein	protein	CCL5	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
6352	156110	protein	protein	CCL5	nef
940	155871	protein	protein	CD28	tat
3458	155871	protein	protein	IFNG	tat
6352	155871	protein	protein	CCL5	tat
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
4790	155971	protein	protein	NFKB1	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
4790	155971	protein	protein	NFKB1	env
4790	155971	protein	protein	NFKB1	env
4790	155971	protein	protein	NFKB1	env
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
4790	156110	protein	protein	NFKB1	nef
940	155871	protein	protein	CD28	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
4790	155871	protein	protein	NFKB1	tat
4790	155871	protein	protein	NFKB1	tat
940	155807	protein	protein	CD28	vpr
3458	155807	protein	protein	IFNG	vpr
4790	155807	protein	protein	NFKB1	vpr
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
940	155971	protein	protein	CD28	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
940	156110	protein	protein	CD28	nef
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
940	155871	protein	protein	CD28	tat
3458	155871	protein	protein	IFNG	tat
940	155871	protein	protein	CD28	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
940	155807	protein	protein	CD28	vpr
3458	155807	protein	protein	IFNG	vpr
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3565	155971	protein	protein	IL4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3565	155971	protein	protein	IL4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3565	155971	protein	protein	IL4	env
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3565	155871	protein	protein	IL4	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3565	155871	protein	protein	IL4	tat
3458	155871	protein	protein	IFNG	tat
3565	155871	protein	protein	IL4	tat
3458	155807	protein	protein	IFNG	vpr
3565	155807	protein	protein	IL4	vpr
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3569	155971	protein	protein	IL6	env
6348	155971	protein	protein	CCL3	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3569	155971	protein	protein	IL6	env
6348	155971	protein	protein	CCL3	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3553	156110	protein	protein	IL1B	nef
3553	156110	protein	protein	IL1B	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
6348	156110	protein	protein	CCL3	nef
6348	156110	protein	protein	CCL3	nef
6352	156110	protein	protein	CCL5	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
6348	155871	protein	protein	CCL3	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
6348	155971	protein	protein	CCL3	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
6348	155971	protein	protein	CCL3	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3553	156110	protein	protein	IL1B	nef
3553	156110	protein	protein	IL1B	nef
6348	156110	protein	protein	CCL3	nef
6348	156110	protein	protein	CCL3	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
3553	155871	protein	protein	IL1B	tat
6348	155871	protein	protein	CCL3	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
6348	155871	protein	protein	CCL3	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3569	155971	protein	protein	IL6	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3569	155971	protein	protein	IL6	env
3569	155971	protein	protein	IL6	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3569	155971	protein	protein	IL6	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3553	156110	protein	protein	IL1B	nef
3553	156110	protein	protein	IL1B	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
6352	156110	protein	protein	CCL5	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3553	155971	protein	protein	IL1B	env
3553	155971	protein	protein	IL1B	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3553	156110	protein	protein	IL1B	nef
3553	156110	protein	protein	IL1B	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
3553	155871	protein	protein	IL1B	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3553	155871	protein	protein	IL1B	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3592	155971	protein	protein	IL12A	env
3593	155971	protein	protein	IL12B	env
3593	155971	protein	protein	IL12B	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3593	155971	protein	protein	IL12B	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155030	protein	protein	IFNG	gag
3558	155030	protein	protein	IL2	gag
3592	155030	protein	protein	IL12A	gag
3593	155030	protein	protein	IL12B	gag
7124	155030	protein	protein	TNF	gag
7124	155030	protein	protein	TNF	gag
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3592	155871	protein	protein	IL12A	tat
3593	155871	protein	protein	IL12B	tat
3593	155871	protein	protein	IL12B	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3593	155871	protein	protein	IL12B	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3569	155971	protein	protein	IL6	env
3569	155971	protein	protein	IL6	env
3592	155971	protein	protein	IL12A	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155030	protein	protein	IFNG	gag
3558	155030	protein	protein	IL2	gag
3569	155030	protein	protein	IL6	gag
3592	155030	protein	protein	IL12A	gag
7124	155030	protein	protein	TNF	gag
7124	155030	protein	protein	TNF	gag
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3592	156110	protein	protein	IL12A	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3592	155871	protein	protein	IL12A	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3592	155971	protein	protein	IL12A	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155030	protein	protein	IFNG	gag
3558	155030	protein	protein	IL2	gag
3592	155030	protein	protein	IL12A	gag
7124	155030	protein	protein	TNF	gag
7124	155030	protein	protein	TNF	gag
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
3592	156110	protein	protein	IL12A	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3592	155871	protein	protein	IL12A	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155030	protein	protein	IFNG	gag
3558	155030	protein	protein	IL2	gag
7124	155030	protein	protein	TNF	gag
7124	155030	protein	protein	TNF	gag
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6351	155971	protein	protein	CCL4	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6351	155971	protein	protein	CCL4	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6348	155971	protein	protein	CCL3	env
6348	155971	protein	protein	CCL3	env
6351	155971	protein	protein	CCL4	env
6351	155971	protein	protein	CCL4	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
6348	156110	protein	protein	CCL3	nef
6348	156110	protein	protein	CCL3	nef
6351	156110	protein	protein	CCL4	nef
6351	156110	protein	protein	CCL4	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
6348	155871	protein	protein	CCL3	tat
6351	155871	protein	protein	CCL4	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
6348	156110	protein	protein	CCL3	nef
6348	156110	protein	protein	CCL3	nef
6352	156110	protein	protein	CCL5	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
6348	155871	protein	protein	CCL3	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
6348	155971	protein	protein	CCL3	env
6348	155971	protein	protein	CCL3	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6348	155971	protein	protein	CCL3	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
6348	156110	protein	protein	CCL3	nef
6348	156110	protein	protein	CCL3	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
6348	155871	protein	protein	CCL3	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
6348	155871	protein	protein	CCL3	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3569	155971	protein	protein	IL6	env
3569	155971	protein	protein	IL6	env
3586	155971	protein	protein	IL10	env
3586	155971	protein	protein	IL10	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3569	155971	protein	protein	IL6	env
3586	155971	protein	protein	IL10	env
3586	155971	protein	protein	IL10	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3586	156110	protein	protein	IL10	nef
3586	156110	protein	protein	IL10	nef
3586	156110	protein	protein	IL10	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3586	155871	protein	protein	IL10	tat
3586	155871	protein	protein	IL10	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155807	protein	protein	IFNG	vpr
3569	155807	protein	protein	IL6	vpr
3586	155807	protein	protein	IL10	vpr
7124	155807	protein	protein	TNF	vpr
3458	155971	protein	protein	IFNG	env
3569	155971	protein	protein	IL6	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3569	155971	protein	protein	IL6	env
3569	155971	protein	protein	IL6	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3569	155971	protein	protein	IL6	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155030	protein	protein	IFNG	gag
3569	155030	protein	protein	IL6	gag
7124	155030	protein	protein	TNF	gag
7124	155030	protein	protein	TNF	gag
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
3569	156110	protein	protein	IL6	nef
7124	156110	protein	protein	TNF	nef
