	nsc	conclusion	cid
20117	640585	CI	5901079
20118	640586	CI	5939270
20119	640587	CI	5939022
20120	640588	CI	5938867
20121	640589	CI	6181395
20122	640590	CM	5801570
20123	640619	CI	369062
20124	640620	CI	369063
20125	640621	CI	369064
20126	640622	CI	369065
20127	640623	CI	369066
20128	640624	CI	369067
20129	640625	CI	369068
20130	640626	CI	369069
20131	640627	CI	369070
20132	640628	CI	6080448
20133	640629	CI	5859228
20134	640630	CI	5916893
20135	640631	CI	5862201
20136	640632	CI	5924617
20137	640633	CI	5936348
20138	640634	CI	9555831
20139	640635	CI	9555832
20140	640636	CI	9555833
20141	640637	CI	9554722
20142	640638	CI	5351383
20143	640639	CI	5930144
20144	640640	CI	6081322
20145	640641	CI	9571281
20146	640642	CI	9555834
20147	640643	CI	369086
20148	640644	CI	369087
20149	640645	CI	369088
20150	640646	CI	369089
20151	640647	CI	369090
20152	640659	CI	54608931
20153	640660	CI	5466668
20154	640661	CI	369106
20155	640662	CI	369108
20156	640663	CI	369110
20157	640664	CI	369112
20158	640665	CI	54611340
20159	640666	CI	54611341
20160	640667	CI	54602097
20161	640668	CI	54608772
20162	640670	CI	369122
20163	640671	CI	369123
20164	640672	CI	369124
20165	640673	CI	369125
20166	640674	CI	369126
20167	640675	CI	5935964
20168	640676	CI	369128
20169	640677	CI	369129
20170	640678	CI	369130
20171	640679	CI	369131
20172	640680	CI	369132
20173	640681	CI	6516948
20174	640682	CI	6474493
20175	640683	CI	6474494
20176	640684	CI	5465139
20177	640685	CI	369140
20178	640688	CI	54608636
20179	640703	CI	369143
20180	640704	CI	369144
20181	640731	CI	369145
20182	640732	CI	369146
20183	640733	CI	369147
20184	640735	CI	369148
20185	640736	CI	369149
20186	640738	CI	369151
20187	640739	CI	369152
20188	640740	CI	54688594
20189	640741	CI	54688595
20190	640742	CM	54686215
20191	640743	CI	54677396
20192	640747	CI	369158
20193	640748	CI	369159
20194	640749	CI	135499154
20195	640848	CI	135406847
20196	640849	CI	135406401
20197	640850	CI	135460176
20198	640851	CI	135494935
20199	640852	CI	135499155
20200	640853	CI	369168
20201	640854	CI	369169
20202	640855	CI	369170
20203	640856	CI	369171
20204	640857	CI	369172
20205	640858	CI	369173
20206	640859	CI	369174
20207	640860	CI	369175
20208	640865	CI	369176
20209	640883	CI	369177
20210	640884	CI	369178
20211	640885	CI	369179
20212	640886	CI	369180
20213	640887	CI	369181
20214	640888	CI	369182
20215	640889	CI	369183
20216	640890	CI	369184
20217	640891	CI	369185
20218	640892	CI	369186
20219	640893	CI	369187
20220	640894	CI	369188
20221	640895	CI	369189
20222	640896	CI	369190
20223	640897	CI	369191
20224	640898	CI	369192
20225	640899	CI	369193
20226	640900	CI	369194
20227	640901	CI	369195
20228	640902	CI	369196
20229	640903	CI	369197
20230	640904	CI	369198
20231	640905	CI	369199
20232	640906	CI	369200
20233	640907	CI	369201
20234	640908	CI	369202
20235	640909	CI	369203
20236	640910	CI	369204
20237	640911	CI	369205
20238	640912	CI	369206
20239	640913	CI	369207
20240	640914	CI	369208
20241	640915	CI	369209
20242	640916	CI	369210
20243	640917	CI	369211
20244	640918	CI	369212
20245	640919	CI	369213
20246	640920	CI	369214
20247	640921	CI	369215
20248	640922	CI	369216
20249	640923	CI	369217
20250	640924	CI	369218
20251	640925	CI	369219
20252	640926	CI	369220
20253	640927	CI	369221
20254	640928	CI	369222
20255	640929	CI	5459191
20256	640930	CI	369224
20257	640931	CI	369225
20258	640955	CI	369226
20259	640956	CI	369227
20260	640957	CI	369229
20261	640958	CI	3004259
20262	640959	CI	369231
20263	640960	CI	369232
20264	640961	CI	369233
20265	640962	CI	5196535
20266	640963	CI	369235
20267	640964	CI	369236
20268	640965	CI	11979337
20269	640966	CI	369237
20270	640967	CI	11979338
20271	640968	CI	369238
20272	640969	CI	11980219
20273	640970	CI	9571283
20274	640971	CI	369240
20275	640972	CI	9571284
20276	640973	CI	3000677
20277	640974	CI	369243
20278	640975	CI	369244
20279	640976	CI	369245
20280	640977	CI	369246
20281	640978	CI	369247
20282	640979	CI	369248
20283	640980	CI	369249
20284	640981	CI	369250
20285	640982	CI	369251
20286	640983	CI	369252
20287	640984	CI	369253
20288	640985	CI	369254
20289	640986	CI	369255
20290	640987	CI	369256
20291	640988	CI	369257
20292	640989	CI	369258
20293	640990	CI	369259
20294	640991	CI	369260
20295	640992	CI	369261
20296	640993	CI	369262
20297	640994	CI	369263
20298	640995	CI	369264
20299	640996	CI	369265
20300	640997	CI	369266
20301	640998	CI	369267
20302	640999	CI	369268
20303	641000	CI	4662144
20304	641001	CI	369270
20305	641002	CI	369271
20306	641003	CI	369272
20307	641004	CI	5933350
20308	641005	CI	369274
20309	641006	CM	369275
20310	641009	CI	nan
20311	641010	CI	nan
20312	641027	CI	369276
20313	641028	CI	369277
20314	641029	CI	369278
20315	641030	CI	369279
20316	641031	CI	5466678
20317	641032	CI	5466679
20318	641037	CI	11969939
20319	641039	CA	369286
20320	641040	CI	369287
20321	641041	CI	369289
20322	641042	CI	369290
20323	641043	CI	369291
20324	641044	CI	369293
20325	641045	CM	369295
20326	641046	CI	369296
20327	641047	CI	369298
20328	641048	CI	54608826
20329	641051	CI	143274
20330	641057	CI	54611273
20331	641058	CM	54605020
20332	641059	CI	54608827
20333	641060	CI	369306
20334	641061	CI	369307
20335	641062	CI	369308
20336	641063	CI	369309
20337	641064	CI	369310
20338	641079	CI	54560
20339	641080	CI	369326
20340	641081	CI	369327
20341	641082	CI	369328
20342	641083	CI	369329
20343	641084	CI	369330
20344	641085	CI	369331
20345	641086	CI	369332
20346	641087	CI	369333
20347	641088	CI	369334
20348	641089	CI	9571661
20349	641090	CI	11969941
20350	641091	CI	24202345
20351	641092	CI	369337
20352	641093	CI	369338
20353	641094	CI	5465149
20354	641095	CI	9555836
20355	641096	CI	6299109
20356	641097	CI	54608117
20357	641098	CI	6149003
20358	641099	CI	5934335
20359	641100	CI	6143820
20360	641101	CI	369346
20361	641102	CI	5466691
20362	641103	CI	6063668
20363	641104	CI	369349
20364	641105	CI	369350
20365	641106	CI	369351
20366	641107	CI	9571286
20367	641108	CI	16129770
20368	641109	CI	369353
20369	641110	CI	369354
20370	641111	CI	369355
20371	641117	CI	369357
20372	641118	CI	369359
20373	641119	CI	369360
20374	641120	CI	369362
20375	641121	CI	369363
20376	641122	CI	369364
20377	641123	CI	369365
20378	641124	CI	369367
20379	641125	CI	369367
20380	641126	CI	369368
20381	641127	CI	369369
20382	641128	CI	369370
20383	641129	CI	369370
20384	641130	CI	369371
20385	641131	CI	369372
20386	641132	CI	369373
20387	641133	CI	369362
20388	641134	CI	369363
20389	641135	CI	369364
20390	641136	CI	369374
20391	641137	CI	369375
20392	641138	CI	369376
20393	641139	CI	369377
20394	641140	CI	369378
20395	641141	CI	369379
20396	641142	CI	369380
20397	641143	CI	369381
20398	641144	CI	369382
20399	641145	CI	369383
20400	641146	CI	289660
20401	641147	CI	369384
20402	641148	CI	279440
20403	641149	CI	369385
20404	641150	CI	369386
20405	641151	CI	369387
20406	641152	CI	369388
20407	641153	CI	369389
20408	641154	CI	369390
20409	641155	CI	369391
20410	641156	CI	369392
20411	641157	CI	369393
20412	641158	CI	369394
20413	641160	CI	369395
20414	641161	CI	5466693
20415	641162	CI	369397
20416	641163	CI	369398
20417	641164	CI	369399
20418	641165	CI	369400
20419	641166	CI	369401
20420	641167	CI	369402
20421	641169	CI	124458
20422	641170	CI	124459
20423	641171	CI	54608118
20424	641172	CI	125294
20425	641173	CI	369403
20426	641174	CI	369404
20427	641175	CI	369405
20428	641176	CI	369406
20429	641177	CI	369407
20430	641178	CI	369408
20431	641179	CI	369409
20432	641180	CI	3001709
20433	641181	CI	3001710
20434	641182	CI	3001711
20435	641183	CI	369413
20436	641184	CI	369414
20437	641185	CI	369415
20438	641186	CI	369416
20439	641187	CI	3001712
20440	641188	CI	3001713
20441	641189	CI	3001714
20442	641190	CI	369420
20443	641191	CI	369421
20444	641192	CI	369422
20445	641193	CI	369423
20446	641194	CI	369424
20447	641195	CI	369425
20448	641196	CI	369426
20449	641197	CI	369427
20450	641198	CI	369428
20451	641199	CI	369429
20452	641200	CI	369430
20453	641201	CI	369431
20454	641202	CI	369432
20455	641203	CI	369433
20456	641204	CI	369434
20457	641205	CI	369435
20458	641206	CI	369436
20459	641207	CI	369437
20460	641208	CI	6411646
20461	641209	CI	369439
20462	641210	CI	6399328
20463	641211	CI	369441
20464	641212	CI	369442
20465	641213	CI	369443
20466	641214	CI	369444
20467	641215	CI	369445
20468	641216	CI	369446
20469	641217	CI	369447
20470	641218	CI	369448
20471	641219	CI	369449
20472	641220	CI	369450
20473	641221	CI	369451
20474	641222	CI	369452
20475	641223	CI	369453
20476	641224	CI	369454
20477	641225	CI	369455
20478	641226	CI	369456
20479	641227	CI	369457
20480	641228	CI	369458
20481	641229	CI	369459
20482	641230	CI	369460
20483	641231	CI	369461
20484	641232	CI	369462
20485	641233	CI	369463
20486	641234	CI	369464
20487	641235	CI	369465
20488	641236	CI	369466
20489	641237	CI	369467
20490	641238	CI	369468
20491	641239	CI	369469
20492	641240	CI	369470
20493	641241	CI	369471
20494	641242	CI	369472
20495	641243	CI	369473
20496	641244	CI	3768579
20497	641245	CI	369475
20498	641246	CI	369476
20499	641247	CI	369477
20500	641248	CI	369478
20501	641249	CI	369479
20502	641250	CI	369480
20503	641251	CI	3004261
20504	641252	CI	369482
20505	641253	CI	369483
20506	641254	CI	369484
20507	641258	CI	5459192
20508	641259	CI	5465152
20509	641260	CI	5465153
20510	641261	CI	5466698
20511	641274	CM	369492
20512	641275	CI	369493
20513	641276	CI	369495
20514	641277	CI	369497
20515	641278	CI	369499
20516	641279	CI	369501
20517	641280	CI	3000386
20518	641281	CI	3000384
20519	641282	CI	3000388
20520	641283	CI	3000383
20521	641284	CI	3000385
20522	641285	CI	3000387
20523	641286	CI	369506
20524	641287	CI	369507
20525	641288	CI	369508
20526	641289	CI	369509
20527	641290	CI	369510
20528	641291	CI	369511
20529	641292	CI	369512
20530	641293	CI	369513
20531	641294	CI	nan
20532	641295	CA	369514
20533	641313	CI	369516
20534	641314	CI	369517
20535	641315	CI	369518
20536	641316	CI	369519
20537	641317	CI	369520
20538	641377	CI	369522
20539	641378	CI	369523
20540	641379	CI	369524
20541	641380	CI	369525
20542	641383	CI	369526
20543	641391	CI	369534
20544	641392	CI	369535
20545	641393	CI	369536
20546	641394	CI	369537
20547	641395	CI	369538
20548	641396	CI	369539
20549	641401	CI	369540
20550	641402	CI	369541
20551	641403	CI	369542
20552	641404	CI	369543
20553	641405	CI	369544
20554	641406	CI	369545
20555	641407	CI	369546
20556	641408	CI	5465154
20557	641409	CI	9571288
20558	641410	CI	369549
20559	641411	CI	369550
20560	641412	CI	369551
20561	641413	CI	6399329
20562	641414	CI	5480955
20563	641415	CI	5465156
20564	641416	CI	5465157
20565	641420	CI	369556
20566	641421	CI	369557
20567	641422	CI	9571290
20568	641423	CI	9574370
20569	641424	CI	369560
20570	641425	CI	369561
20571	641426	CI	5918854
20572	641427	CI	369563
20573	641428	CI	369564
20574	641429	CI	11979339
20575	641430	CI	9571291
20576	641431	CI	9571292
20577	641432	CI	11979340
20578	641433	CI	369567
20579	641434	CI	9571293
20580	641435	CI	9571294
20581	641436	CI	11979341
20582	641437	CI	5465164
20583	641438	CI	5918280
20584	641439	CI	5899357
20585	641440	CI	5465167
20586	641441	CI	11979342
20587	641442	CI	11979343
20588	641443	CI	9571295
20589	641444	CI	369575
20590	641445	CI	9571296
20591	641446	CI	3139687
20592	641447	CI	369578
20593	641448	CI	369579
20594	641449	CM	369580
20595	641450	CM	369582
20596	641451	CM	369584
20597	641452	CM	369585
20598	641453	CI	11969942
20599	641468	CI	369591
20600	641469	CI	369592
20601	641470	CI	369593
20602	641471	CI	11969943
20603	641472	CI	11969944
20604	641473	CI	6711793
20605	641474	CI	6711794
20606	641476	CI	369595
20607	641477	CI	369596
20608	641478	CI	369597
20609	641479	CI	369598
20610	641480	CI	369599
20611	641481	CI	369600
20612	641482	CI	369601
20613	641483	CI	369602
20614	641485	CM	54608773
20615	641486	CM	54608774
20616	641518	CI	369608
20617	641519	CI	369609
20618	641520	CI	3593
20619	641521	CI	5459193
20620	641522	CI	5459194
20621	641523	CI	369612
20622	641524	CI	369613
20623	641525	CI	369614
20624	641526	CI	369615
20625	641527	CI	369616
20626	641528	CI	369617
20627	641529	CI	369618
20628	641530	CA	4463
20629	641531	CI	369619
20630	641533	CI	369620
20631	641534	CI	369621
20632	641535	CI	369622
20633	641536	CI	369623
20634	641537	CI	5466708
20635	641538	CI	369625
20636	641539	CI	369627
20637	641540	CI	369629
20638	641541	CI	369631
20639	641542	CI	369632
20640	641543	CI	324093
20641	641544	CI	135499156
20642	641545	CI	369634
20643	641546	CI	369635
20644	641549	CI	369638
20645	641594	CI	369639
20646	641595	CI	369640
20647	641596	CI	369641
20648	641597	CI	369642
20649	641598	CI	5466709
20650	641599	CI	369644
20651	641600	CI	135499157
20652	641601	CI	135499158
20653	641602	CI	135499159
20654	641603	CI	135499160
20655	641604	CI	135499161
20656	641605	CI	135499162
20657	641606	CI	5465173
20658	641607	CI	5929993
20659	641608	CI	5480956
20660	641609	CI	135499163
20661	641610	CI	135499164
20662	641611	CI	135483904
20663	641612	CI	135499165
20664	641613	CI	135499166
20665	641614	CI	135483907
20666	641615	CI	5896977
20667	641616	CI	135499167
20668	641617	CI	135499168
20669	641618	CI	135499169
20670	641626	CA	3001012
20671	641635	CA	3000967
20672	641654	CA	3004262
20673	641660	CA	9554692
20674	641661	CA	3004263
20675	641686	CI	54605037
20676	641688	CI	11969945
20677	641689	CI	369671
20678	641690	CI	369672
20679	641691	CI	5466718
20680	641693	CI	369673
20681	641695	CI	369674
20682	641696	CI	369675
20683	641697	CA	367709
20684	641698	CA	367709
20685	641699	CA	369676
20686	641700	CA	369676
20687	641702	CI	369678
20688	641703	CI	369679
20689	641704	CI	369681
20690	641705	CI	54612515
20691	641706	CI	369685
20692	641707	CI	369687
20693	641708	CI	369689
20694	641709	CI	369691
20695	641710	CI	369693
20696	641711	CI	369695
20697	641713	CI	369696
20698	641714	CI	369697
20699	641715	CI	369698
20700	641716	CI	369699
20701	641717	CI	369700
20702	641718	CI	369701
20703	641719	CI	369702
20704	641750	CI	369703
20705	641751	CI	369704
20706	641752	CI	369705
20707	641753	CI	369706
20708	641754	CI	15163401
20709	641755	CI	369708
20710	641756	CI	369709
20711	641763	CI	369710
20712	641764	CI	369711
20713	641765	CI	369712
20714	641766	CI	369713
20715	641767	CI	369714
20716	641768	CI	369715
20717	641811	CI	369717
20718	641813	CI	135499170
20719	641814	CI	5465182
20720	641815	CI	9571298
20721	641816	CI	135499171
20722	641817	CI	5465185
20723	641818	CI	369723
20724	641819	CI	6165840
20725	641820	CI	4585482
20726	641821	CI	3822841
20727	641822	CI	3699706
20728	641823	CI	3739776
20729	641824	CI	369729
20730	641825	CI	9555839
20731	641826	CI	369731
20732	641827	CI	369732
20733	641828	CI	5799047
20734	641829	CI	5868573
20735	641830	CI	3004267
20736	641831	CI	369736
20737	641832	CI	6517012
20738	641833	CI	369739
20739	641834	CI	369740
20740	641835	CI	369742
20741	641836	CI	5479931
20742	641837	CI	5479933
20743	641838	CI	5934933
20744	641839	CI	369748
20745	641840	CI	369749
20746	641841	CI	5465187
20747	641842	CI	5465188
20748	641843	CI	9554725
20749	641844	CI	5465190
20750	641845	CI	5981635
20751	641846	CI	5752445
20752	641847	CI	9555840
20753	641848	CI	9554726
20754	641849	CI	9555841
20755	641850	CI	6148860
20756	641851	CI	5465195
20757	641852	CI	5465196
20758	641853	CI	9555842
20759	641854	CI	5465198
20760	641855	CI	9574384
20761	641856	CI	9555843
20762	641857	CI	5465200
20763	641858	CI	9571665
20764	641859	CI	9571302
20765	641860	CI	9571666
20766	641861	CI	9571668
20767	641862	CI	9571303
20768	641863	CI	9571304
20769	641864	CI	6255911
20770	641865	CI	9571669
20771	641866	CI	9571305
20772	641867	CI	9571306
20773	641868	CI	6111169
20774	641869	CI	9571307
20775	641870	CI	5465209
20776	641871	CI	9571308
20777	641872	CI	9571309
20778	641873	CI	9571310
20779	641874	CI	5923476
20780	641875	CI	9571311
20781	641876	CI	5480958
20782	641877	CI	369790
20783	641878	CI	369791
20784	641880	CI	369792
20785	641881	CI	369793
20786	641882	CM	369794
20787	641988	CI	6399330
20788	641989	CI	369796
20789	641990	CI	369797
20790	641991	CI	369798
20791	641992	CI	369799
20792	641993	CI	5926693
20793	641994	CI	5465217
20794	641995	CI	369802
20795	641996	CI	6399331
20796	641997	CI	369804
20797	641998	CI	369805
20798	641999	CI	5466735
20799	642000	CI	3004278
20800	642001	CI	5465218
20801	642002	CI	369808
20802	642003	CI	9571314
20803	642004	CI	6413410
20804	642005	CI	369811
20805	642006	CI	369812
20806	642007	CI	369813
20807	642008	CI	369814
20808	642009	CI	17748
20809	642010	CI	9571315
20810	642011	CI	9571316
20811	642012	CI	5862202
20812	642013	CI	369818
20813	642014	CI	369819
20814	642015	CI	369820
20815	642016	CI	369821
20816	642017	CI	369822
20817	642018	CI	369823
20818	642019	CI	3001878
20819	642020	CI	nan
20820	642021	CI	369825
20821	642022	CI	495041
20822	642023	CI	369826
20823	642024	CI	369827
20824	642025	CI	369828
20825	642026	CI	369829
20826	642027	CI	369830
20827	642028	CI	369831
20828	642029	CI	9571317
20829	642030	CI	9571318
20830	642031	CI	369834
20831	642032	CI	135483955
20832	642033	CI	5351385
20833	642034	CI	369837
20834	642035	CI	369838
20835	642036	CI	369839
20836	642037	CI	369840
20837	642038	CI	5479726
20838	642039	CI	9554728
20839	642040	CI	369843
20840	642041	CI	369844
20841	642042	CI	369845
20842	642043	CI	6078915
20843	642044	CI	369847
20844	642045	CI	369848
20845	642046	CI	5916053
20846	642047	CI	3000678
20847	642048	CI	3004282
20848	642049	CI	3000679
20849	642050	CI	369853
20850	642051	CI	369854
20851	642052	CI	9556173
20852	642053	CI	5465231
20853	642054	CI	135483956
20854	642055	CI	369859
20855	642056	CI	369860
20856	642057	CI	6711801
20857	642058	CI	5465232
20858	642059	CI	369862
20859	642060	CI	6517030
20860	642061	CI	9574385
20861	642062	CI	135499172
20862	642063	CI	6077254
20863	642064	CI	135499173
20864	642065	CI	9555846
20865	642066	CI	5479948
20866	642067	CI	5479949
20867	642068	CI	3004286
20868	642069	CI	369876
20869	642070	CI	9555851
20870	642071	CI	9555852
20871	642072	CI	135499174
20872	642073	CI	5466743
20873	642075	CI	369881
20874	642076	CI	369882
20875	642077	CI	369883
20876	642078	CI	369884
20877	642079	CI	369885
20878	642080	CI	369886
20879	642081	CI	54688597
20880	642085	CI	369890
20881	642086	CI	369891
20882	642087	CI	369892
20883	642088	CI	369893
20884	642089	CI	369894
20885	642090	CI	369895
20886	642091	CI	369896
20887	642092	CI	369897
20888	642093	CI	369898
20889	642094	CI	369899
20890	642095	CI	369900
20891	642098	CI	369901
20892	642099	CI	369902
20893	642194	CI	369903
20894	642195	CI	369904
20895	642196	CI	369905
20896	642197	CI	5466744
20897	642198	CI	5466745
20898	642392	CI	nan
20899	642393	CI	nan
20900	642394	CI	nan
20901	642395	CI	nan
20902	642396	CA	nan
20903	642397	CA	nan
20904	642398	CA	nan
20905	642399	CA	nan
20906	642400	CA	nan
20907	642401	CA	nan
20908	642402	CA	nan
20909	642403	CI	nan
20910	642404	CI	nan
20911	642405	CI	nan
20912	642406	CI	nan
20913	642407	CI	nan
20914	642408	CI	nan
20915	642409	CI	nan
20916	642410	CI	nan
20917	642411	CM	nan
20918	642412	CI	nan
20919	642413	CI	nan
20920	642414	CM	nan
20921	642415	CM	nan
20922	642416	CM	nan
20923	642417	CI	nan
20924	642418	CM	nan
20925	642419	CM	nan
20926	642420	CM	nan
20927	642475	CI	369963
20928	642479	CI	369966
20929	642480	CI	369966
20930	642481	CI	369968
20931	642482	CI	369970
20932	642483	CI	369972
20933	642484	CI	6331049
20934	642485	CI	135499175
20935	642497	CI	369977
20936	642498	CI	369979
20937	642499	CI	369981
20938	642500	CI	369982
20939	642501	CI	369983
20940	642502	CM	nan
20941	642503	CA	nan
20942	642504	CM	nan
20943	642505	CM	nan
20944	642506	CI	369984
20945	642509	CI	369988
20946	642511	CI	nan
20947	642517	CI	54687020
20948	642518	CI	54687021
20949	642519	CI	54687022
20950	642520	CI	54687023
20951	642521	CI	54687024
20952	642522	CI	54684335
20953	642523	CI	54687025
20954	642524	CI	54687026
20955	642563	CI	369999
20956	642564	CI	370000
20957	642565	CI	370001
20958	642566	CI	370002
20959	642567	CI	370003
20960	642568	CI	370004
20961	642569	CI	370005
20962	642570	CI	5479991
20963	642571	CI	5465238
20964	642572	CI	6066518
20965	642573	CI	5899730
20966	642574	CI	6184586
20967	642575	CI	5920471
20968	642576	CI	54608878
20969	642577	CI	9571320
20970	642578	CM	5465240
20971	642579	CI	5925710
20972	642580	CI	6144008
20973	642581	CI	6477309
20974	642582	CI	6165104
20975	642583	CI	16661
20976	642584	CI	370019
20977	642585	CM	98543
20978	642586	CI	5466750
20979	642587	CI	5466751
20980	642588	CI	370021
20981	642589	CI	370022
20982	642590	CI	236551
20983	642591	CM	370023
20984	642592	CI	370024
20985	642593	CI	370025
20986	642594	CI	370027
20987	642595	CI	370029
20988	642596	CI	370031
20989	642597	CI	370033
20990	642598	CI	5466752
20991	642599	CI	370037
20992	642600	CI	3774228
20993	642601	CI	370038
20994	642602	CI	370039
20995	642603	CI	11969946
20996	642604	CI	10666
20997	642605	CI	9571670
20998	642606	CI	5933761
20999	642607	CI	54608127
21000	642608	CI	20835240
21001	642609	CI	9571322
21002	642610	CI	5479951
21003	642611	CI	9571323
21004	642612	CI	6062022
21005	642613	CI	3004287
21006	642614	CI	5479953
21007	642615	CI	370054
21008	642616	CI	5494331
21009	642617	CI	9571324
21010	642618	CI	6474137
21011	642619	CI	5465244
21012	642620	CI	5937450
21013	642621	CI	5466762
21014	642622	CI	5466763
21015	642623	CI	5466764
21016	642624	CI	20842346
21017	642625	CI	6037314
21018	642626	CI	5466765
21019	642627	CI	370067
21020	642628	CI	370068
21021	642629	CI	5482018
21022	642630	CI	6474139
21023	642631	CI	5466767
21024	642632	CI	370073
21025	642633	CI	5465245
21026	642634	CI	370075
21027	642635	CI	9571325
21028	642636	CI	9574280
21029	642637	CI	135499176
21030	642638	CI	370079
21031	642639	CI	135499177
21032	642640	CI	5932655
21033	642641	CI	9571674
21034	642642	CI	72813
21035	642643	CI	135499178
21036	642644	CI	5906551
21037	642645	CI	135499179
21038	642646	CI	5912537
21039	642647	CI	135499180
21040	642648	CI	135499181
21041	642649	CI	370089
21042	642650	CI	135483908
21043	642651	CI	135499182
21044	642652	CI	5920013
21045	642653	CI	135499183
21046	642654	CA	135499184
21047	642655	CA	54608545
21048	642656	CA	135499185
21049	642657	CM	135499186
21050	642658	CI	135499187
21051	642659	CM	135499188
21052	642660	CI	135499189
21053	642661	CI	54608128
21054	642662	CI	54608645
21055	642663	CA	135499190
21056	642703	CI	257610
21057	642704	CI	3843668
21058	642705	CI	370115
21059	642706	CI	370116
21060	642707	CI	370117
21061	642708	CI	54687027
21062	642709	CI	370118
21063	642710	CI	370119
21064	642712	CI	nan
21065	642713	CI	370121
21066	642714	CI	370122
21067	642717	CI	370125
21068	642718	CI	370126
21069	642719	CI	370127
21070	642720	CI	370129
21071	642738	CI	370140
21072	642778	CI	370142
21073	642779	CI	370143
21074	642780	CI	370144
21075	642781	CI	370145
21076	642782	CI	370146
21077	642783	CI	370147
21078	642786	CI	370149
21079	642787	CI	370150
21080	642788	CI	65726
21081	642893	CI	370155
21082	642894	CI	5465257
21083	642895	CI	370157
21084	642896	CI	370158
21085	642900	CI	5466795
21086	642901	CI	370161
21087	642904	CI	370162
21088	642905	CI	370163
21089	642906	CI	5465258
21090	642907	CI	5338490
21091	642908	CI	370165
21092	642909	CI	370165
21093	642910	CI	370166
21094	642911	CI	370167
21095	642912	CI	370168
21096	642913	CI	370169
21097	642914	CI	370170
21098	642915	CI	370171
21099	642916	CI	370172
21100	642917	CI	370173
21101	642918	CI	370174
21102	642919	CI	370175
21103	642920	CI	370176
21104	642921	CI	370177
21105	642922	CI	370179
21106	642923	CI	370180
21107	642924	CI	370181
21108	642925	CI	370183
21109	642926	CI	370185
21110	642927	CI	370186
21111	642928	CI	370187
21112	642929	CI	370188
21113	642930	CI	370189
21114	642931	CI	370190
21115	642932	CI	370191
21116	642933	CI	370192
21117	642934	CI	370193
21118	642935	CI	370194
21119	642936	CI	370195
21120	642937	CI	370196
21121	642938	CI	370197
21122	642939	CI	370198
21123	642940	CI	370199
21124	642941	CI	370200
21125	642942	CI	370201
21126	642943	CI	24202360
21127	642944	CI	24202361
21128	642945	CI	24202362
21129	642946	CI	370202
21130	642947	CI	370203
21131	642948	CI	370204
21132	642949	CI	370205
21133	642950	CI	370206
21134	642951	CI	370207
21135	642952	CI	370208
21136	642953	CI	370209
21137	642954	CI	370210
21138	642955	CI	370211
21139	642956	CI	370212
21140	642957	CI	370213
21141	642958	CI	370214
21142	642959	CI	370215
21143	642960	CI	370216
21144	642961	CI	370217
21145	642962	CI	6711813
21146	642963	CI	370219
21147	642964	CI	370220
21148	642965	CI	370221
21149	642966	CI	370222
21150	642967	CI	370223
21151	642968	CI	54608738
21152	642969	CI	3004296
21153	642970	CI	370226
21154	642971	CI	370227
21155	642998	CI	370228
21156	642999	CI	370229
21157	643000	CI	370230
21158	643002	CI	370233
21159	643003	CI	5459199
21160	643004	CI	370235
21161	643005	CI	nan
21162	643006	CI	370236
21163	643007	CI	3004297
21164	643008	CI	5928970
21165	643009	CI	370239
21166	643010	CI	5804257
21167	643011	CI	135499191
21168	643012	CI	370242
21169	643013	CI	370243
21170	643014	CI	135499192
21171	643017	CI	5466798
21172	643018	CI	18185
21173	643019	CI	6477312
21174	643020	CI	370247
21175	643021	CI	370248
21176	643022	CI	370249
21177	643023	CI	12795165
21178	643024	CI	5932268
21179	643025	CI	5730654
21180	643026	CI	81758
21181	643027	CI	370253
21182	643028	CI	370254
21183	643029	CI	5772983
21184	643030	CI	6280179
21185	643031	CI	370257
21186	643032	CI	21142137
21187	643033	CI	54611296
21188	643034	CA	5822688
21189	643035	CI	50990832
21190	643036	CI	50990110
21191	643037	CI	370263
21192	643038	CI	50990111
21193	643039	CI	5371891
21194	643040	CI	6477314
21195	643041	CI	682084
21196	643042	CI	28550
21197	643043	CI	1550190
21198	643044	CI	735940
21199	643045	CI	370267
21200	643046	CI	370268
21201	643047	CI	370269
21202	643048	CI	370270
21203	643049	CI	370271
21204	643050	CI	370272
21205	643051	CI	370273
21206	643052	CI	370274
21207	643118	CI	370275
21208	643131	CI	5466799
21209	643132	CI	5466800
21210	643133	CI	5466801
21211	643134	CI	5466802
21212	643135	CI	5356388
21213	643136	CI	370285
21214	643137	CI	5897631
21215	643138	CI	50990828
21216	643139	CI	370288
21217	643140	CI	12465488
21218	643141	CI	1550832
21219	643142	CI	5913050
21220	643143	CI	5357476
21221	643144	CI	54598753
21222	643145	CI	5354062
21223	643146	CI	334612
21224	643147	CI	370292
21225	643148	CI	370293
21226	643149	CI	5848275
21227	643150	CI	5871006
21228	643151	CI	6061753
21229	643152	CI	5877588
21230	643153	CI	5929854
21231	643154	CI	50990815
21232	643155	CI	370300
21233	643156	CI	370301
21234	643157	CI	50990109
21235	643158	CI	370303
21236	643159	CI	5466803
21237	643160	CI	6173891
21238	643161	CI	370306
21239	643162	CI	5351388
21240	643163	CI	5351389
21241	643164	CI	5351390
21242	643165	CI	5908752
21243	643166	CI	370311
21244	643167	CI	7807804
21245	643168	CI	258209
21246	643169	CI	5861423
21247	643170	CI	50990128
