id	name	similarity
DB08820	ivacaftor	-4.3621726
DB09280	lumacaftor	-4.3621726
DB00608	chloroquine	-4.362828
DB00552	pentostatin	-4.3633637
DB00584	enalapril	-4.3636737
DB08995	diosmin	-4.3651443
DB01011	metyrapone	-4.3655963
DB01268	sunitinib	-4.3670955
DB06764	tetrahydrozoline	-4.36789
DB00075	Muromonab-CD3	-4.368601
DB09047	finafloxacin	-4.3691473
DB08827	lomitapide	-4.369256
DB09014	Captodiame	-4.3692665
DB01125	anisindione	-4.369411
DB00029	Anistreplase	-4.3700876
DB09477	enalaprilat	-4.3707952
DB08890	linaclotide	-4.3708816
DB01431	allylestrenol	-4.3711658
DB00440	trimethoprim	-4.371549
DB09272	eluxadoline	-4.37364
DB12863	sivelestat	-4.3738256
DB00086	Streptokinase	-4.3738847
DB08868	fingolimod	-4.3742223
DB01207	ridogrel	-4.3753543
DB09099	somatostatin	-4.375452
DB00523	Alitretinoin	-4.375939
DB01059	norfloxacin	-4.3762903
DB03793	Benzoic Acid	-4.377456
DB06718	stanozolol	-4.3783555
DB06754	Danaparoid	-4.378364
DB00087	Alemtuzumab	-4.378569
picotamide		-4.3798013
DB06441	CANGRELOR	-4.380757
DB09289	tianeptine	-4.383516
DB12095	telotristat ethyl	-4.383703
DB00925	phenoxybenzamine	-4.384066
DB00550	propylthiouracil	-4.3863287
DB06775	carglumic-acid	-4.386937
DB08875	cabozantinib	-4.3876376
DB06695		-4.387641
DB00167	L-Isoleucine	-4.387731
DB00083		-4.38778
DB00055		-4.388226
DB12545	indobufen	-4.388281
DB08888	ocriplasmin	-4.3889656
DB05777	THROMBOMODULIN ALFA	-4.3891406
DB13165	ripasudil	-4.389154
DB00013	Urokinase	-4.3900037
DB00015	Reteplase	-4.3900113
DB00025		-4.3906727
DB13999	MOROCTOCOG ALFA	-4.3906727
DB00657	mecamylamine	-4.391446
DB06605	apixaban	-4.3920245
DB06262	droxidopa	-4.392185
DB00266	dicoumarol	-4.3927035
DB09418	Potassium perchlorate	-4.393622
DB01288		-4.393785
DB00685	trovafloxacin	-4.3952384
DB06273	Tocilizumab	-4.395832
DB00513	6-Aminocaproic Acid	-4.39605
DB12598	NAFAMOSTAT	-4.3964496
DB11571		-4.396494
DB11572	THROMBIN ALFA	-4.396494
DB09075	edoxaban	-4.3968663
DB13933	NONACOG BETA PEGOL	-4.3977375
DB05099	Ancrod	-4.3980656
DB01616	alverine	-4.3986816
DB00385	valrubicin	-4.3987536
adrenalone		-4.399141
DB06196	Icatibant	-4.400516
DB06692	Aprotinin	-4.4006553
DB11166	ANTITHROMBIN ALFA	-4.4009666
DB09241	Methylene Blue	-4.4012766
DB08957	hexoprenaline	-4.401309
DB09310	CATRIDECACOG	-4.4020863
DB08901	ponatinib	-4.402481
dabigatran		-4.404361
dabigatran-etexilate		-4.404361
DB00723	methoxamine	-4.405663
DB00031	Tenecteplase	-4.405725
DB09108	SIMOCTOCOG ALFA	-4.4062514
DB01418	acenocoumarol	-4.4076114
DB06756	betaine	-4.4080834
DB06785	ganirelix	-4.4094653
DB00650	leucovorin	-4.4094763
DB06228	rivaroxaban	-4.4095774
DB08885	AFLIBERCEPT	-4.4114027
DB00107	oxytocin	-4.4118757
DB00389	carbimazole	-4.4132223
DB00470		-4.4145966
zotarolimus		-4.414675
DB13689	tacalcitol	-4.416098
DB09109	TUROCTOCOG ALFA	-4.417604
DB00648	mitotane	-4.4182816
DB00569	Fondaparinux	-4.420159
DB09258	Bemiparin	-4.4223647
DB08896	regorafenib	-4.423015
DB12833	tandospirone	-4.4231024
DB12364	betrixaban	-4.425063
DB04898	Ximelagatran	-4.427246
DB00165	pyridoxine	-4.4303775
DB00036	Coagulation factor VIIa Recombinant Human	-4.4313436
DB13152		-4.43499
DB01109	Heparin	-4.4378896
DB00099	Filgrastim	-4.438387
DB00969	alosetron	-4.4428945
DB01225	Enoxaparin	-4.4431243
trepibutone		-4.4463296
DB00804	dicycloverine	-4.447524
DB00100	Coagulation Factor IX	-4.4523115
DB12554	mebeverine	-4.4554396
DB09271	cimetropium	-4.4554396
DB01079		-4.459784
DB00112	Bevacizumab	-4.4622197
DB09090	pinaverium	-4.4625573
DB06152	buphenine	-4.464999
DB09089	trimebutine	-4.466871
DB00026	Anakinra	-4.467568
DB13500	otilonium	-4.4681277
DB01140	cefadroxil	-4.487006
DB00497	Oxycodone	-4.4909673
DB00867	ritodrine	-4.505082
DB05311	ECALLANTIDE	-4.506326
DB00467	Enoxacin	-4.506979
DB09036	Siltuximab	-4.511904
DB01378	MAGNESIUM	-4.5179615
DB13996	MAGNESIUM ACETATE	-4.5179615
DB06819	phenylbutyrate	-4.5212793
DB06372	Rilonacept	-4.5420365
DB00551	Acetohydroxamic Acid	-4.5430675
